rating_id,user_id,show_id,rating,rating_date
4675,5969,s5090,5,2020-03-24
4676,4849,s7393,5,2020-01-11
4677,3912,s7611,4,2020-03-20
4678,4094,s4028,5,2024-08-28
4679,1938,s4726,4,2020-01-22
4680,1233,s1564,4,2024-11-26
4681,1416,s3833,5,2024-02-04
4682,5411,s1283,2,2025-10-10
4683,3963,s2674,4,2022-06-03
4684,4200,s5006,3,2021-09-27
4685,2260,s152,5,2021-10-27
4686,227,s8437,2,2024-11-17
4687,5700,s5779,4,2023-10-15
4688,3347,s7348,3,2022-07-03
4689,5277,s5604,3,2022-08-21
4690,5746,s6571,2,2021-05-31
4691,4420,s2513,3,2021-12-13
4692,2075,s136,4,2022-11-14
4693,2170,s5926,3,2025-08-26
4694,2065,s2859,5,2019-12-03
4695,1458,s932,4,2022-12-30
4696,2308,s8669,3,2022-06-26
4697,1974,s5853,5,2020-08-05
4698,466,s5820,4,2021-03-03
4699,3832,s6819,3,2021-05-14
4700,205,s7996,4,2020-06-05
4701,3815,s6706,4,2022-11-25
4702,3292,s6584,3,2021-12-22
4703,5356,s6678,3,2019-11-19
4704,4350,s7755,5,2020-07-16
4705,5334,s8254,3,2025-09-08
4706,1148,s944,4,2026-04-23
4707,5086,s1029,4,2024-01-06
4708,2002,s6099,2,2021-08-02
4709,2141,s5455,4,2023-08-05
4710,5648,s1901,4,2024-06-26
4711,2179,s2557,1,2021-11-22
4712,3294,s5721,5,2021-09-22
4713,5834,s6999,3,2022-03-04
4714,1301,s6336,5,2021-07-16
4715,3535,s7234,3,2024-12-23
4716,3405,s8716,3,2022-12-27
4717,359,s7542,5,2019-11-23
4718,1999,s2578,4,2019-08-23
4719,2576,s2600,4,2020-06-29
4720,180,s8787,2,2021-09-08
4721,2569,s113,3,2019-04-24
4722,2649,s4694,5,2019-05-19
4723,1048,s4153,4,2024-07-18
4724,3835,s5944,4,2021-04-10
4725,1393,s351,5,2025-04-12
4726,5626,s7826,5,2023-11-04
4727,2822,s3081,2,2024-09-19
4728,1614,s8044,4,2020-04-18
4729,5034,s2339,4,2025-05-06
4730,4519,s6566,5,2019-04-26
4731,4214,s5672,4,2023-05-26
4732,5642,s7444,3,2020-10-26
4733,5659,s5432,4,2024-08-06
4734,1832,s4185,3,2020-01-17
4735,4126,s760,2,2022-10-24
4736,4647,s3682,5,2023-08-01
4737,1658,s625,3,2020-11-17
4738,3211,s1378,5,2022-09-13
4739,1882,s4880,3,2022-03-06
4740,5589,s8696,3,2023-03-09
4741,2638,s2805,5,2019-12-07
4742,5945,s7474,3,2024-04-01
4743,2812,s3786,5,2019-03-14
4744,5814,s5922,5,2025-09-03
4745,583,s4398,4,2024-01-14
4746,5650,s1127,3,2019-02-13
4747,5487,s491,1,2024-03-17
4748,2705,s7429,5,2025-12-11
4749,1960,s2990,4,2019-05-15
4750,549,s8030,5,2020-03-17
4751,1808,s4411,5,2024-09-22
4752,5262,s1816,5,2024-12-29
4753,4865,s357,4,2019-12-10
4754,2047,s3987,5,2023-07-02
4755,740,s2785,3,2026-05-28
4756,2185,s2550,5,2020-05-21
4757,2250,s7558,5,2019-09-28
4758,1393,s3881,4,2020-08-12
4759,738,s6502,3,2021-07-20
4760,4169,s4209,2,2021-04-14
4761,1385,s5616,3,2023-09-03
4762,4121,s1488,2,2022-01-03
4763,3195,s6238,4,2025-07-28
4764,2227,s2614,3,2019-04-15
4765,1447,s7592,3,2023-03-26
4766,5451,s1680,5,2024-04-27
4767,1125,s2700,4,2020-06-04
4768,4684,s3449,1,2023-10-19
4769,2642,s3371,5,2019-10-08
4770,3361,s4682,5,2021-12-08
4771,2088,s283,4,2023-12-25
4772,4315,s8693,5,2024-03-27
4773,1584,s6914,5,2023-07-02
4774,3847,s7098,3,2026-06-23
4775,1044,s4978,3,2023-09-21
4776,1350,s2870,3,2026-05-21
4777,2718,s625,3,2021-05-01
4778,1472,s8676,3,2020-01-12
4779,3257,s3816,3,2024-02-15
4780,3527,s5491,4,2023-12-30
4781,518,s765,2,2021-12-13
4782,5329,s2806,5,2021-03-21
4783,4643,s6997,5,2025-10-29
4784,532,s2236,4,2020-07-26
4785,5249,s7049,4,2025-01-17
4786,2810,s957,3,2021-01-11
4787,1155,s2223,3,2024-04-08
4788,2917,s4767,2,2020-08-31
4789,5862,s4978,5,2020-09-15
4790,5759,s387,5,2022-06-17
4791,4515,s5984,5,2023-05-06
4792,2458,s7646,5,2019-02-03
4793,4869,s2716,4,2020-08-11
4794,5685,s4694,5,2023-05-08
4795,4888,s908,4,2020-01-03
4796,3490,s973,5,2024-05-06
4797,2522,s7827,2,2019-10-13
4798,5024,s3729,4,2019-01-28
4799,1636,s390,4,2019-05-09
4800,2605,s2819,5,2024-01-29
4801,1329,s7212,4,2023-07-05
4802,2871,s3198,5,2019-04-23
4803,1375,s7916,4,2022-04-27
4804,606,s5193,5,2023-07-16
4805,3345,s1876,5,2025-09-12
4806,1255,s3230,2,2022-05-23
4807,4231,s7303,5,2025-02-17
4808,4468,s7297,5,2023-11-24
4809,4331,s4123,3,2024-07-17
4810,3570,s6361,4,2021-09-27
4811,1479,s4941,3,2022-09-08
4812,1031,s5864,1,2025-04-10
4813,2263,s7983,4,2025-01-29
4814,5310,s1747,5,2019-10-02
4815,4096,s6787,3,2019-03-29
4816,303,s3402,2,2020-11-07
4817,5948,s667,4,2022-09-29
4818,924,s2295,3,2019-12-10
4819,1359,s568,5,2022-01-31
4820,1151,s2955,4,2026-06-07
4821,225,s8164,3,2023-05-13
4822,4372,s8272,4,2020-10-12
4823,4743,s3068,5,2024-10-22
4824,5490,s1785,5,2020-02-29
4825,1094,s4528,4,2019-10-13
4826,5755,s6379,5,2023-03-03
4827,4422,s921,4,2026-02-26
4828,1131,s1748,2,2025-06-24
4829,4426,s7947,3,2026-06-15
4830,3844,s3457,5,2023-07-27
4831,4789,s4196,3,2024-01-27
4832,4619,s5346,4,2019-01-01
4833,4074,s2802,4,2020-11-07
4834,58,s3092,3,2022-06-29
4835,1362,s2294,5,2026-02-11
4836,3075,s3461,4,2021-02-16
4837,987,s6733,4,2020-01-13
4838,5784,s3879,4,2020-01-01
4839,5563,s8729,4,2024-05-21
4840,888,s7790,3,2020-01-02
4841,1068,s6566,3,2022-10-20
4842,1953,s7771,5,2024-08-14
4843,1068,s8371,5,2022-02-06
4844,723,s8613,4,2019-05-09
4845,449,s4424,5,2021-10-21
4846,2808,s6987,5,2019-08-29
4847,1939,s4689,5,2022-06-03
4848,3974,s8389,5,2025-07-18
4849,129,s1296,2,2023-01-24
4850,5459,s5557,5,2019-11-07
4851,1816,s846,4,2024-07-11
4852,4778,s835,2,2024-02-01
4853,5111,s2363,5,2021-01-12
4854,1409,s765,3,2023-09-22
4855,177,s504,4,2021-03-30
4856,2399,s2146,5,2025-05-06
4857,1580,s649,5,2023-02-08
4858,193,s3918,4,2023-06-02
4859,5417,s230,3,2025-03-24
4860,4046,s2859,3,2026-03-20
4861,3357,s5821,3,2019-06-26
4862,3511,s4434,5,2024-10-12
4863,1177,s6535,4,2022-12-18
4864,5550,s1488,2,2020-01-01
4865,2707,s1370,4,2021-11-10
4866,3884,s39,5,2024-01-03
4867,4168,s6166,3,2024-07-08
4868,4045,s4694,4,2026-03-06
4869,1997,s1205,4,2025-04-07
4870,4004,s3355,1,2023-07-23
4871,4009,s6833,1,2020-05-14
4872,3546,s8471,3,2023-02-11
4873,2266,s2757,5,2024-03-24
4874,2332,s733,3,2025-10-24
4875,4667,s5699,5,2022-08-30
4876,558,s2570,5,2022-05-31
4877,4902,s723,5,2024-03-17
4878,5954,s3194,2,2024-09-20
4879,2756,s1554,4,2022-04-17
4880,4202,s5401,5,2024-10-16
4881,5147,s2500,1,2025-07-27
4882,3574,s6888,3,2023-09-05
4883,803,s8220,5,2022-11-07
4884,1444,s1802,5,2024-12-23
4885,5223,s3188,5,2021-07-31
4886,4437,s4288,5,2023-03-26
4887,2853,s176,4,2019-09-09
4888,5606,s1666,2,2025-08-18
4889,2095,s4952,5,2024-11-22
4890,4822,s7095,1,2025-09-11
4891,5150,s1029,5,2025-07-20
4892,3728,s3104,5,2019-04-19
4893,3318,s8487,1,2020-06-01
4894,2120,s4262,4,2019-01-08
4895,195,s7402,5,2020-03-02
4896,2806,s6193,1,2024-03-02
4897,2811,s5262,5,2022-12-04
4898,3227,s4282,4,2025-10-27
4899,4284,s3973,3,2023-09-19
4900,5268,s69,5,2020-04-14
4901,60,s7261,4,2023-02-28
4902,2364,s3873,4,2020-03-16
4903,4178,s8168,5,2022-04-28
4904,1166,s6027,3,2019-03-28
4905,2096,s5464,5,2026-04-25
4906,1170,s1605,5,2022-04-23
4907,3212,s2383,4,2022-08-27
4908,3045,s6053,5,2026-01-28
4909,1496,s7520,2,2024-04-13
4910,1007,s6831,5,2022-04-19
4911,2910,s8308,5,2019-09-19
4912,4150,s4607,4,2022-07-30
4913,2818,s8504,4,2022-10-17
4914,5050,s5407,2,2025-06-10
4915,4108,s7310,5,2020-07-13
4916,1657,s2339,5,2023-06-19
4917,2764,s7539,4,2023-04-26
4918,5142,s3834,4,2019-02-25
4919,4066,s7188,3,2019-06-05
4920,464,s4390,3,2022-12-22
4921,4393,s4184,5,2024-05-04
4922,2266,s8137,4,2022-12-28
4923,233,s8753,4,2026-01-04
4924,5781,s4430,3,2024-09-11
4925,5154,s4159,1,2020-09-27
4926,4966,s5750,5,2023-09-09
4927,3183,s237,5,2025-04-04
4928,5562,s6107,4,2023-01-01
4929,4504,s1200,2,2021-12-06
4930,1289,s4828,1,2019-05-26
4931,2523,s4694,3,2021-10-16
4932,1536,s6679,3,2019-12-13
4933,5648,s4803,5,2019-12-15
4934,4505,s2521,3,2023-02-18
4935,2380,s1492,5,2026-03-20
4936,2216,s7341,5,2021-02-14
4937,5908,s5078,5,2021-07-29
4938,1005,s2994,5,2020-11-26
4939,5688,s8492,3,2024-06-13
4940,4479,s7944,4,2026-06-25
4941,5603,s4804,5,2025-08-30
4942,4920,s2078,4,2022-08-29
4943,4201,s2605,4,2020-09-21
4944,3298,s3855,5,2024-04-16
4945,2207,s7375,3,2021-12-22
4946,3271,s8170,5,2026-04-23
4947,5277,s936,5,2022-05-02
4948,737,s676,5,2022-09-13
4949,3213,s4277,4,2025-03-26
4950,2826,s3680,2,2020-01-11
4951,3932,s3097,1,2021-07-12
4952,4981,s753,5,2024-10-09
4953,5215,s7118,4,2022-11-26
4954,4680,s1169,1,2022-12-24
4955,528,s1169,5,2019-07-12
4956,4713,s8783,5,2019-09-10
4957,2934,s311,4,2024-01-15
4958,3393,s7424,4,2019-07-22
4959,1676,s1483,4,2023-01-14
4960,4725,s4700,5,2024-03-11
4961,174,s339,5,2020-10-06
4962,34,s6584,4,2024-01-02
4963,253,s8660,5,2023-06-13
4964,1296,s5059,5,2019-02-15
4965,3943,s4369,4,2024-08-31
4966,1721,s6123,5,2024-04-04
4967,940,s8369,4,2019-05-19
4968,1368,s793,4,2020-10-02
4969,3145,s4223,4,2021-04-27
4970,2362,s2144,5,2021-08-20
4971,332,s2455,4,2023-01-21
4972,2990,s4101,4,2021-01-18
4973,5204,s7328,5,2024-04-20
4974,2613,s3138,2,2025-09-07
4975,1128,s4192,5,2023-12-08
4976,851,s3649,5,2022-12-15
4977,5709,s1443,4,2025-01-27
4978,83,s988,3,2024-05-03
4979,199,s5962,4,2020-01-29
4980,823,s5024,5,2020-10-29
4981,4314,s7972,3,2023-09-16
4982,5667,s10,4,2024-09-26
4983,2874,s4873,4,2025-10-06
4984,3034,s3473,4,2025-11-26
4985,4804,s5067,3,2023-07-08
4986,5649,s4198,5,2019-01-07
4987,2462,s4985,4,2024-01-14
4988,1530,s5608,3,2025-06-28
4989,1874,s5610,4,2023-01-18
4990,4031,s7996,3,2020-01-25
4991,1217,s2066,4,2021-05-02
4992,3609,s4409,1,2021-08-03
4993,4830,s1177,4,2023-03-27
4994,5434,s3122,5,2021-10-25
4995,4048,s5818,4,2019-01-30
4996,3498,s323,5,2020-10-24
4997,4363,s2460,4,2023-09-13
4998,3475,s6328,4,2019-03-25
4999,3464,s6322,5,2021-01-06
5000,2609,s7413,4,2025-12-11
5001,2582,s4675,5,2024-05-16
5002,3103,s1391,1,2019-08-13
5003,726,s8776,4,2021-06-18
5004,1314,s5929,5,2024-03-01
5005,2974,s3729,4,2025-05-27
5006,170,s5805,5,2019-11-22
5007,5903,s6467,4,2019-07-08
5008,955,s1278,3,2019-08-28
5009,1943,s6065,2,2019-11-23
5010,2874,s6910,5,2023-04-22
5011,3129,s6068,4,2020-12-23
5012,4604,s402,4,2024-02-13
5013,3959,s1699,4,2025-01-02
5014,3599,s7755,5,2022-08-24
5015,5296,s6174,4,2019-09-21
5016,381,s3867,4,2020-05-31
5017,2564,s6566,5,2024-10-06
5018,5108,s1734,5,2021-05-19
5019,4439,s4631,4,2020-06-01
5020,2779,s6977,4,2024-07-08
5021,1669,s3223,2,2024-05-22
5022,2283,s2369,5,2021-04-24
5023,4033,s5495,4,2019-12-16
5024,651,s4094,2,2024-08-07
5025,3958,s2043,5,2020-02-26
5026,3559,s8707,4,2023-05-06
5027,4279,s129,4,2021-06-15
5028,5550,s8487,4,2020-11-10
5029,5527,s4627,5,2021-08-13
5030,5607,s6053,5,2022-11-30
5031,4510,s7912,3,2024-06-04
5032,1960,s1884,3,2023-07-27
5033,4018,s3513,4,2023-09-17
5034,2580,s4250,4,2019-05-19
5035,4552,s128,1,2023-12-01
5036,5135,s8130,5,2024-05-07
5037,2278,s570,4,2023-12-21
5038,3665,s5274,3,2022-11-29
5039,2038,s7526,4,2024-03-29
5040,557,s185,3,2026-01-24
5041,3020,s6632,3,2021-01-01
5042,4200,s7086,3,2024-10-19
5043,1144,s4719,4,2026-01-15
5044,4995,s8589,5,2023-06-24
5045,5045,s1109,4,2024-06-27
5046,2726,s1463,5,2022-01-18
5047,226,s3834,5,2024-06-15
5048,821,s3936,4,2020-05-06
5049,2465,s8230,4,2026-06-30
5050,1392,s1036,5,2026-05-24
5051,3598,s1340,4,2020-03-02
5052,4808,s2221,4,2023-04-04
5053,5693,s1077,5,2023-03-08
5054,3405,s1538,4,2024-02-28
5055,933,s83,4,2019-12-04
5056,1410,s2878,1,2019-12-18
5057,3318,s2881,2,2023-09-21
5058,5775,s6460,5,2025-07-28
5059,2038,s6080,2,2023-02-25
5060,395,s5533,3,2021-03-11
5061,4427,s7199,4,2024-02-29
5062,919,s8514,4,2020-12-19
5063,1281,s2899,4,2026-04-25
5064,2983,s4914,3,2019-03-09
5065,2716,s8641,4,2024-03-14
5066,3372,s3856,3,2021-09-07
5067,566,s4647,3,2023-03-04
5068,1597,s3654,5,2021-04-30
5069,4102,s3624,4,2022-06-04
5070,5277,s735,3,2023-02-05
5071,5404,s5623,4,2020-12-07
5072,1045,s3846,3,2019-09-09
5073,1573,s4776,2,2019-10-25
5074,4657,s4447,5,2023-01-28
5075,5346,s1933,2,2023-03-05
5076,4689,s6773,4,2019-10-16
5077,647,s935,5,2019-11-05
5078,1104,s2532,5,2021-03-14
5079,4658,s4133,5,2022-02-23
5080,5992,s4557,1,2022-12-24
5081,1450,s612,5,2026-05-22
5082,445,s3151,3,2025-02-03
5083,5676,s8149,5,2025-01-30
5084,963,s1428,1,2023-08-17
5085,894,s7785,1,2021-06-10
5086,3355,s1809,5,2021-12-09
5087,5602,s5418,4,2022-03-23
5088,4579,s3252,4,2019-12-24
5089,4289,s911,4,2021-06-10
5090,1495,s684,5,2022-08-29
5091,1713,s6499,5,2025-07-15
5092,607,s1432,5,2019-05-26
5093,5995,s2316,5,2021-03-02
5094,300,s2969,4,2025-01-08
5095,4330,s98,4,2020-10-30
5096,5739,s1733,3,2021-09-23
5097,922,s774,2,2020-02-20
5098,2399,s4100,5,2022-11-26
5099,3537,s7160,4,2025-02-19
5100,331,s3444,5,2019-05-15
5101,2728,s1508,5,2023-07-01
5102,4379,s7759,3,2025-01-15
5103,2318,s3335,5,2024-08-13
5104,383,s6572,4,2023-08-10
5105,3035,s975,1,2022-10-28
5106,1330,s2360,3,2020-02-12
5107,4113,s942,2,2024-01-28
5108,4368,s1897,3,2021-09-28
5109,4782,s5611,5,2024-07-14
5110,1368,s8053,4,2020-07-16
5111,5853,s5044,5,2025-04-09
5112,2822,s2303,1,2023-12-26
5113,2479,s5713,4,2021-01-25
5114,5228,s4299,1,2023-12-29
5115,483,s8324,4,2019-05-23
5116,4975,s8644,4,2024-03-20
5117,3933,s2635,2,2019-04-16
5118,2540,s1174,5,2021-04-01
5119,2688,s5034,1,2019-01-08
5120,3235,s6182,4,2025-06-25
5121,3038,s2492,2,2022-09-30
5122,4668,s7926,1,2019-09-26
5123,4219,s7983,2,2026-05-05
5124,1926,s7071,3,2020-05-29
5125,3310,s5959,4,2019-07-19
5126,4547,s3308,4,2024-02-27
5127,1358,s8036,5,2025-12-05
5128,4536,s2983,2,2024-01-06
5129,5998,s7555,5,2020-03-13
5130,1481,s6717,4,2023-07-07
5131,3999,s5022,5,2023-10-06
5132,4026,s526,5,2023-10-02
5133,550,s1413,1,2026-05-31
5134,5281,s6848,5,2020-02-17
5135,2875,s1006,5,2019-03-19
5136,2111,s5059,5,2026-06-04
5137,4972,s3479,5,2024-02-24
5138,5956,s6277,5,2023-12-27
5139,1389,s6570,4,2025-09-18
5140,2084,s7693,1,2026-04-14
5141,2484,s1087,1,2019-02-05
5142,4693,s5930,5,2023-03-18
5143,5922,s8444,5,2020-09-11
5144,329,s5712,3,2026-02-17
5145,1930,s1388,5,2019-01-06
5146,3398,s2963,5,2019-02-01
5147,5976,s6356,1,2019-02-18
5148,4864,s7111,3,2024-05-28
5149,1221,s3100,4,2020-05-04
5150,1509,s2509,4,2020-05-24
5151,1156,s7056,4,2021-06-11
5152,3117,s4898,5,2026-03-03
5153,1566,s2619,2,2019-01-19
5154,1819,s656,5,2021-07-03
5155,2142,s3621,3,2020-04-22
5156,5721,s2037,1,2023-05-30
5157,95,s7759,4,2020-06-19
5158,327,s5951,4,2023-03-31
5159,4571,s2279,5,2025-03-21
5160,755,s326,5,2025-10-16
5161,277,s6005,4,2021-01-27
5162,5754,s4107,4,2025-05-31
5163,4599,s522,5,2026-04-15
5164,3177,s4904,4,2023-11-14
5165,4075,s8331,4,2020-09-10
5166,4967,s4798,5,2019-05-21
5167,1020,s4977,4,2025-08-13
5168,2099,s7194,5,2019-05-20
5169,2838,s5278,4,2021-12-17
5170,4854,s4418,3,2024-08-18
5171,2938,s3614,5,2023-12-30
5172,5872,s3289,5,2019-01-21
5173,905,s100,5,2021-10-26
5174,4065,s2546,4,2023-01-26
5175,5281,s4199,4,2024-11-08
5176,5835,s6707,4,2019-10-10
5177,4837,s6434,1,2025-03-03
5178,4875,s1874,5,2024-11-03
5179,3651,s4307,5,2021-01-29
5180,3931,s7444,1,2024-07-12
5181,3243,s4332,5,2020-03-05
5182,246,s2209,4,2021-11-20
5183,4503,s6020,5,2019-04-10
5184,2228,s864,3,2025-11-18
5185,3608,s5378,5,2021-07-09
5186,5211,s5735,3,2024-10-04
5187,3055,s7010,5,2020-11-27
5188,433,s4281,4,2023-02-17
5189,2480,s4694,4,2019-08-01
5190,5396,s8144,5,2019-10-13
5191,5194,s1895,4,2025-05-30
5192,4426,s5474,4,2024-03-17
5193,4140,s3913,3,2021-05-15
5194,1717,s7964,5,2021-12-03
5195,4534,s5483,5,2024-07-09
5196,931,s6153,4,2024-07-28
5197,2434,s7,4,2021-01-12
5198,709,s958,5,2024-01-26
5199,2250,s5142,4,2025-08-07
5200,413,s3004,4,2019-12-17
5201,3056,s1976,4,2021-08-25
5202,5234,s7691,5,2020-11-17
5203,3307,s669,2,2026-06-21
5204,3213,s3489,5,2020-08-09
5205,1404,s4718,5,2022-01-16
5206,4017,s8210,1,2019-07-06
5207,1705,s2252,5,2026-06-16
5208,404,s3344,3,2022-12-05
5209,4223,s2983,5,2022-01-14
5210,539,s6667,5,2021-06-24
5211,357,s4347,4,2025-02-22
5212,3477,s4177,4,2024-01-12
5213,117,s68,4,2024-07-07
5214,531,s5528,4,2025-03-21
5215,4095,s4955,1,2022-08-31
5216,1093,s6092,5,2025-02-22
5217,5101,s488,1,2024-11-04
5218,20,s6768,4,2019-07-24
5219,4806,s1452,5,2022-08-02
5220,5803,s2075,3,2021-06-07
5221,3885,s3868,1,2019-07-23
5222,768,s8541,4,2020-05-02
5223,1752,s2567,1,2022-03-20
5224,2857,s61,4,2025-11-10
5225,3591,s4445,4,2020-01-12
5226,1747,s3600,2,2026-01-24
5227,2095,s7544,4,2022-05-10
5228,1527,s4694,5,2023-01-28
5229,2701,s3197,3,2025-03-24
5230,4750,s45,5,2023-10-01
5231,3275,s1517,4,2020-01-23
5232,2028,s4206,5,2020-10-05
5233,2189,s4910,4,2020-06-23
5234,2289,s6635,4,2022-07-04
5235,1342,s5390,2,2020-02-05
5236,2461,s1844,4,2025-01-08
5237,4845,s4558,4,2022-08-31
5238,4223,s2976,5,2022-08-10
5239,378,s5063,5,2026-05-15
5240,4064,s5160,4,2024-11-28
5241,1337,s793,3,2021-06-07
5242,3233,s2567,4,2019-11-06
5243,26,s8396,5,2024-08-13
5244,599,s487,4,2021-09-15
5245,5218,s4163,5,2022-02-04
5246,5938,s7857,4,2022-08-31
5247,272,s6262,4,2020-02-16
5248,763,s6848,5,2021-01-02
5249,3710,s1118,4,2021-07-24
5250,20,s2339,4,2019-07-23
5251,2966,s8270,2,2021-09-07
5252,698,s1200,5,2023-07-16
5253,1561,s4694,5,2022-10-12
5254,4204,s5499,5,2026-05-10
5255,4028,s712,1,2026-02-24
5256,1245,s6589,4,2024-08-31
5257,124,s2421,3,2025-07-28
5258,905,s2887,2,2026-04-15
5259,2301,s2666,5,2021-10-19
5260,5999,s3421,2,2022-08-29
5261,3010,s5304,4,2020-05-09
5262,1803,s940,4,2019-08-03
5263,4607,s1267,5,2021-03-17
5264,648,s2461,3,2024-08-08
5265,4177,s2546,4,2025-04-17
5266,2115,s2641,1,2020-03-22
5267,3797,s7666,4,2025-02-25
5268,5678,s899,4,2022-08-03
5269,4438,s2642,3,2020-09-15
5270,37,s2470,2,2023-09-07
5271,2188,s3885,3,2025-09-11
5272,1089,s340,5,2021-05-08
5273,3501,s3239,3,2019-04-27
5274,1473,s4921,4,2025-12-27
5275,4465,s4192,5,2026-03-22
5276,3500,s2760,5,2023-05-27
5277,2019,s3864,5,2023-06-15
5278,517,s4939,4,2023-11-17
5279,1405,s6300,4,2023-07-12
5280,1107,s2551,2,2019-11-17
5281,1464,s1209,4,2021-04-19
5282,1437,s2488,5,2023-08-25
5283,1013,s4225,4,2022-03-21
5284,4498,s5734,2,2024-07-17
5285,2361,s5243,4,2025-11-01
5286,1954,s7604,3,2026-02-22
5287,4884,s7523,4,2020-05-19
5288,1026,s4042,4,2019-11-10
5289,2983,s4379,2,2021-02-04
5290,5816,s6944,3,2019-08-16
5291,5567,s2228,5,2024-03-28
5292,1251,s554,4,2024-06-30
5293,5117,s2438,5,2020-03-24
5294,1355,s135,2,2026-01-04
5295,1189,s2056,2,2022-03-11
5296,4574,s5089,4,2019-12-03
5297,3454,s7285,3,2023-12-20
5298,3386,s6314,3,2022-07-09
5299,5874,s8314,4,2023-02-25
5300,1213,s1841,4,2019-04-13
5301,1380,s126,1,2023-06-12
5302,2832,s3689,2,2021-08-25
5303,2730,s3530,3,2022-02-18
5304,4909,s5289,4,2025-01-26
5305,5694,s5993,4,2019-02-17
5306,1961,s4745,5,2022-08-12
5307,2248,s5867,4,2021-02-22
5308,1054,s2301,3,2022-12-24
5309,3813,s5602,5,2020-04-14
5310,5013,s4587,5,2023-07-02
5311,4073,s3687,3,2024-04-05
5312,1960,s4516,4,2021-12-11
5313,527,s3641,1,2023-08-01
5314,3315,s4674,3,2019-07-29
5315,3602,s344,4,2020-12-26
5316,2704,s6128,4,2022-11-07
5317,4157,s2251,4,2025-04-04
5318,959,s2753,4,2024-01-11
5319,1726,s8320,4,2022-09-19
5320,901,s6997,4,2020-11-25
5321,1328,s1415,4,2023-03-10
5322,5707,s6307,4,2025-05-26
5323,192,s2104,4,2024-11-23
5324,4038,s2481,4,2023-08-05
5325,1635,s5922,4,2025-09-11
5326,4096,s5712,4,2024-12-12
5327,3876,s168,5,2025-08-29
5328,5162,s1346,5,2021-11-24
5329,3051,s4694,3,2019-01-10
5330,3873,s5969,3,2024-03-06
5331,894,s7171,5,2022-12-07
5332,5667,s1899,4,2023-05-25
5333,4708,s8175,2,2022-10-10
5334,4564,s457,5,2025-08-01
5335,5721,s5163,5,2021-06-01
5336,2127,s4191,4,2020-01-07
5337,305,s5665,3,2023-07-02
5338,5235,s703,3,2021-01-11
5339,2176,s7201,5,2026-04-03
5340,5659,s200,2,2020-08-30
5341,319,s2174,5,2022-03-05
5342,1528,s7263,5,2019-10-20
5343,5815,s1559,5,2019-09-17
5344,2629,s1011,1,2022-11-21
5345,5325,s777,4,2020-11-29
5346,4833,s5300,5,2025-10-08
5347,178,s2670,2,2019-05-08
5348,3717,s4306,5,2019-07-31
5349,2202,s5059,3,2022-09-26
5350,2818,s1179,4,2021-12-15
5351,3389,s1570,4,2025-08-20
5352,4663,s5729,5,2021-07-07
5353,1468,s4487,1,2019-01-17
5354,869,s223,5,2023-07-08
5355,4310,s7192,5,2025-06-29
5356,2936,s4925,2,2022-03-02
5357,353,s4026,5,2024-07-11
5358,1637,s3403,5,2020-06-12
5359,4013,s6241,5,2019-06-02
5360,85,s3052,3,2024-10-09
5361,26,s8109,3,2025-01-12
5362,2995,s5959,5,2022-12-19
5363,3405,s6256,1,2025-07-21
5364,2725,s4898,5,2019-03-24
5365,5767,s105,4,2024-12-30
5366,1698,s6032,4,2019-01-13
5367,4484,s6436,5,2021-07-04
5368,135,s6989,4,2025-10-30
5369,4978,s4090,5,2021-06-29
5370,864,s7555,3,2024-12-05
5371,572,s5558,4,2025-10-27
5372,5354,s918,5,2026-02-10
5373,1151,s3710,5,2025-10-31
5374,2281,s2837,4,2024-05-06
5375,1340,s2965,5,2024-04-21
5376,263,s3578,4,2025-12-03
5377,5509,s6198,4,2025-01-28
5378,2481,s4070,4,2026-05-08
5379,4863,s912,5,2023-01-23
5380,5682,s3317,4,2022-08-04
5381,895,s8404,5,2025-06-20
5382,1098,s5910,4,2019-05-18
5383,1556,s5759,5,2025-07-28
5384,5154,s1399,5,2021-03-26
5385,66,s1407,5,2021-06-04
5386,3519,s380,3,2023-07-05
5387,823,s8641,4,2023-05-04
5388,5992,s1009,5,2024-02-13
5389,4292,s4942,5,2021-05-15
5390,2192,s387,5,2020-05-18
5391,4270,s4293,5,2025-09-07
5392,1132,s8758,4,2022-03-31
5393,805,s2769,4,2019-07-31
5394,4241,s4060,2,2023-01-12
5395,1470,s8244,5,2021-09-07
5396,5807,s6326,3,2021-09-09
5397,5565,s6405,3,2022-11-09
5398,3454,s882,4,2020-01-14
5399,2253,s2006,4,2020-04-27
5400,4710,s6188,4,2019-05-26
5401,474,s1815,3,2023-03-31
5402,1726,s2240,5,2021-05-18
5403,1620,s1218,2,2019-07-16
5404,3636,s4528,4,2023-05-18
5405,1670,s6843,5,2020-01-28
5406,3468,s7376,3,2025-04-22
5407,5982,s8435,5,2019-05-24
5408,3787,s1221,5,2022-11-07
5409,5316,s6706,2,2022-08-25
5410,5771,s760,5,2019-04-15
5411,1755,s8180,4,2019-04-12
5412,4827,s3505,3,2021-08-25
5413,899,s7052,5,2024-05-16
5414,439,s915,4,2019-01-07
5415,566,s2965,4,2020-06-11
5416,1394,s101,5,2025-09-08
5417,416,s3543,5,2025-10-23
5418,2806,s2308,4,2025-11-08
5419,916,s800,5,2023-02-04
5420,2235,s7607,3,2026-03-18
5421,1918,s4503,2,2020-07-22
