subscription_id,user_id,plan_id,start_date,end_date,status,monthly_revenue
1697,1292,3,2021-12-08,2022-02-06,Cancelled,649.0
1698,1293,2,2020-05-29,,Active,499.0
1699,1294,2,2021-07-02,2022-11-24,Cancelled,499.0
1700,1294,3,2022-12-18,2023-09-14,Cancelled,649.0
1701,1295,1,2025-03-27,,Active,199.0
1702,1296,1,2025-09-11,2026-05-09,Cancelled,199.0
1703,1296,1,2026-06-07,,Active,199.0
1704,1297,2,2021-08-13,,Active,499.0
1705,1298,2,2020-01-24,2021-11-14,Cancelled,499.0
1706,1298,2,2021-11-27,2023-03-22,Cancelled,499.0
1707,1299,1,2019-04-03,2020-02-27,Cancelled,199.0
1708,1299,2,2020-03-29,2021-03-24,Cancelled,499.0
1709,1300,1,2020-06-01,2021-11-23,Cancelled,199.0
1710,1300,1,2021-12-20,2022-01-19,Cancelled,199.0
1711,1301,1,2019-01-27,,Active,199.0
1712,1302,3,2024-01-03,2024-05-02,Cancelled,649.0
1713,1303,1,2023-10-26,2025-02-17,Cancelled,199.0
1714,1304,2,2024-11-12,2025-07-10,Cancelled,499.0
1715,1304,3,2025-08-25,2026-04-22,Cancelled,649.0
1716,1304,2,2026-06-11,,Active,499.0
1717,1305,1,2021-06-29,2021-08-28,Cancelled,199.0
1718,1306,3,2025-03-28,,Active,649.0
1719,1307,2,2020-04-09,,Active,499.0
1720,1308,3,2020-09-24,2022-08-15,Cancelled,649.0
1721,1309,2,2025-11-12,,Active,499.0
1722,1310,2,2025-08-12,,Active,499.0
1723,1311,2,2023-06-28,2024-01-24,Cancelled,499.0
1724,1312,3,2023-07-27,2023-08-26,Cancelled,649.0
1725,1312,3,2023-08-31,2025-01-22,Cancelled,649.0
1726,1312,2,2025-02-19,2025-04-20,Cancelled,499.0
1727,1313,2,2024-04-02,2025-07-26,Cancelled,499.0
1728,1313,1,2025-09-14,2026-02-11,Cancelled,199.0
1729,1314,2,2025-03-03,,Active,499.0
1730,1315,1,2020-09-25,,Active,199.0
1731,1316,3,2019-07-07,2020-06-01,Cancelled,649.0
1732,1317,3,2020-05-21,2021-01-16,Cancelled,649.0
1733,1317,3,2021-02-13,2022-10-06,Cancelled,649.0
1734,1318,2,2021-09-04,2022-06-01,Cancelled,499.0
1735,1319,1,2020-10-07,2021-08-03,Cancelled,199.0
1736,1320,3,2022-12-08,,Active,649.0
1737,1321,1,2020-01-14,,Active,199.0
1738,1322,2,2023-04-29,2024-08-21,Cancelled,499.0
1739,1322,1,2024-08-25,2024-09-24,Cancelled,199.0
1740,1323,1,2024-04-29,2025-02-23,Cancelled,199.0
1741,1323,3,2025-04-05,,Active,649.0
1742,1324,2,2019-09-29,2021-07-20,Cancelled,499.0
1743,1325,1,2021-02-25,2022-08-19,Cancelled,199.0
1744,1325,2,2022-10-12,,Active,499.0
1745,1326,2,2023-01-14,2023-03-15,Cancelled,499.0
1746,1327,1,2019-07-01,2020-01-27,Cancelled,199.0
1747,1328,2,2023-12-28,2024-12-22,Cancelled,499.0
1748,1328,2,2025-01-02,2025-04-02,Cancelled,499.0
1749,1329,3,2024-08-25,,Active,649.0
1750,1330,2,2021-09-17,,Active,499.0
1751,1331,3,2019-01-25,,Active,649.0
1752,1332,2,2022-10-03,2023-11-27,Cancelled,499.0
1753,1332,2,2023-12-09,2025-07-01,Cancelled,499.0
1754,1332,2,2025-08-16,,Active,499.0
1755,1333,1,2025-07-07,,Active,199.0
1756,1334,2,2021-03-12,2023-01-31,Cancelled,499.0
1757,1334,3,2023-02-15,2024-05-10,Cancelled,649.0
1758,1335,2,2025-05-14,,Active,499.0
1759,1336,2,2025-07-11,,Active,499.0
1760,1337,2,2021-02-07,2022-04-03,Cancelled,499.0
1761,1338,2,2023-06-29,2023-08-28,Cancelled,499.0
1762,1338,1,2023-09-04,2024-06-30,Cancelled,199.0
1763,1339,3,2019-04-26,,Active,649.0
1764,1340,1,2023-02-18,,Active,199.0
1765,1341,2,2025-08-05,,Active,499.0
1766,1342,3,2026-01-29,2026-04-29,Cancelled,649.0
1767,1343,1,2020-06-30,,Active,199.0
1768,1344,2,2023-12-26,2025-11-15,Cancelled,499.0
1769,1345,1,2019-06-30,2020-12-21,Cancelled,199.0
1770,1346,3,2021-02-05,2022-08-29,Cancelled,649.0
1771,1346,2,2022-09-01,2023-04-29,Cancelled,499.0
1772,1347,1,2025-04-05,,Active,199.0
1773,1348,2,2023-10-24,2024-10-18,Cancelled,499.0
1774,1348,1,2024-11-08,,Active,199.0
1775,1349,1,2021-12-09,,Active,199.0
1776,1350,2,2026-03-17,,Active,499.0
1777,1351,1,2024-09-07,2025-10-02,Cancelled,199.0
1778,1351,3,2025-11-22,,Active,649.0
1779,1352,2,2019-03-06,2020-08-27,Cancelled,499.0
1780,1353,3,2019-08-07,2020-04-03,Cancelled,649.0
1781,1354,2,2023-09-12,2025-03-05,Cancelled,499.0
1782,1355,2,2025-07-28,2026-03-25,Cancelled,499.0
1783,1356,1,2020-03-05,,Active,199.0
1784,1357,2,2023-01-13,2023-12-09,Cancelled,499.0
1785,1358,1,2025-02-13,2025-06-13,Cancelled,199.0
1786,1358,2,2025-06-22,,Active,499.0
1787,1359,3,2025-06-19,,Active,649.0
1788,1360,3,2023-10-21,,Active,649.0
1789,1361,3,2026-06-30,,Active,649.0
1790,1362,1,2026-01-09,,Active,199.0
1791,1363,1,2025-04-02,,Active,199.0
1792,1364,3,2024-01-08,2025-07-31,Cancelled,649.0
1793,1365,2,2026-05-22,,Active,499.0
1794,1366,1,2019-02-17,2019-04-18,Cancelled,199.0
1795,1367,2,2019-09-02,,Active,499.0
1796,1368,2,2022-10-29,2023-03-28,Cancelled,499.0
1797,1368,3,2023-05-11,2023-06-10,Cancelled,649.0
1798,1369,1,2024-01-12,2024-06-10,Cancelled,199.0
1799,1370,1,2025-10-10,2026-01-08,Cancelled,199.0
1800,1371,1,2024-02-01,2025-04-26,Cancelled,199.0
1801,1371,2,2025-06-16,,Active,499.0
1802,1372,1,2020-09-28,2021-04-26,Cancelled,199.0
1803,1373,1,2025-10-23,,Active,199.0
1804,1374,2,2019-08-15,,Active,499.0
1805,1375,2,2019-09-17,,Active,499.0
1806,1376,1,2024-05-25,2026-04-15,Cancelled,199.0
1807,1377,2,2026-03-22,,Active,499.0
1808,1378,1,2022-10-07,2024-04-29,Cancelled,199.0
1809,1379,3,2020-01-05,2020-11-30,Cancelled,649.0
1810,1379,2,2020-12-17,,Active,499.0
1811,1380,1,2019-05-11,2020-06-04,Cancelled,199.0
1812,1380,2,2020-07-13,2021-01-09,Cancelled,499.0
1813,1381,1,2026-05-06,,Active,199.0
1814,1382,1,2021-02-05,2021-06-05,Cancelled,199.0
1815,1383,1,2023-10-17,2025-09-06,Cancelled,199.0
1816,1384,2,2021-06-13,2022-05-09,Cancelled,499.0
1817,1385,2,2020-08-10,2021-10-04,Cancelled,499.0
1818,1386,1,2024-01-03,2024-07-31,Cancelled,199.0
1819,1386,2,2024-09-03,2024-11-02,Cancelled,499.0
1820,1387,3,2024-07-16,2026-02-06,Cancelled,649.0
1821,1388,2,2022-07-15,2024-01-06,Cancelled,499.0
1822,1389,1,2022-10-21,2024-08-11,Cancelled,199.0
1823,1389,2,2024-10-02,2025-03-01,Cancelled,499.0
1824,1390,3,2022-08-26,2023-02-22,Cancelled,649.0
1825,1391,2,2023-06-08,2024-02-03,Cancelled,499.0
1826,1392,1,2025-01-17,2026-06-11,Cancelled,199.0
1827,1393,1,2024-04-30,2024-11-26,Cancelled,199.0
1828,1393,1,2024-12-11,2025-10-07,Cancelled,199.0
1829,1394,2,2021-02-01,,Active,499.0
1830,1395,2,2020-11-07,2022-08-29,Cancelled,499.0
1831,1396,2,2024-01-16,2024-07-14,Cancelled,499.0
1832,1397,2,2023-11-02,2024-10-27,Cancelled,499.0
1833,1398,2,2021-10-03,2022-01-31,Cancelled,499.0
1834,1398,2,2022-02-28,2023-07-23,Cancelled,499.0
1835,1399,1,2025-04-15,2025-12-11,Cancelled,199.0
1836,1400,3,2022-02-19,2023-07-14,Cancelled,649.0
1837,1400,2,2023-09-10,2024-03-08,Cancelled,499.0
1838,1401,3,2021-07-08,2022-08-02,Cancelled,649.0
1839,1402,3,2023-03-03,2024-09-23,Cancelled,649.0
1840,1402,2,2024-10-23,2025-10-18,Cancelled,499.0
1841,1402,2,2025-11-25,,Active,499.0
1842,1403,3,2020-06-11,,Active,649.0
1843,1404,2,2024-03-19,2025-06-12,Cancelled,499.0
1844,1405,2,2025-09-21,2026-06-18,Cancelled,499.0
1845,1406,3,2026-01-31,,Active,649.0
1846,1407,3,2022-05-08,,Active,649.0
1847,1408,1,2021-01-06,2022-09-28,Cancelled,199.0
1848,1408,2,2022-10-07,,Active,499.0
1849,1409,1,2022-08-04,2023-07-30,Cancelled,199.0
1850,1409,1,2023-09-19,,Active,199.0
1851,1410,2,2019-10-12,,Active,499.0
1852,1411,2,2024-01-03,,Active,499.0
1853,1412,1,2022-03-20,,Active,199.0
1854,1413,1,2019-11-30,2020-12-24,Cancelled,199.0
1855,1413,3,2021-01-06,2022-03-02,Cancelled,649.0
1856,1413,3,2022-04-07,2022-10-04,Cancelled,649.0
1857,1414,1,2023-02-05,,Active,199.0
1858,1415,3,2024-05-21,,Active,649.0
1859,1416,1,2020-09-16,,Active,199.0
1860,1417,1,2022-01-13,2022-08-11,Cancelled,199.0
1861,1418,3,2025-09-04,,Active,649.0
1862,1419,2,2024-04-27,2025-04-22,Cancelled,499.0
1863,1420,2,2024-12-27,2025-05-26,Cancelled,499.0
1864,1421,1,2022-05-15,2023-01-10,Cancelled,199.0
1865,1421,2,2023-01-31,,Active,499.0
1866,1422,2,2022-09-13,2023-05-11,Cancelled,499.0
1867,1422,1,2023-06-03,2024-08-26,Cancelled,199.0
1868,1422,2,2024-09-09,2026-02-01,Cancelled,499.0
1869,1423,1,2022-09-22,,Active,199.0
1870,1424,2,2022-05-17,2022-12-13,Cancelled,499.0
1871,1424,3,2023-02-09,2024-01-05,Cancelled,649.0
1872,1425,2,2020-01-30,2021-06-23,Cancelled,499.0
1873,1426,2,2019-04-22,2019-07-21,Cancelled,499.0
1874,1426,1,2019-09-09,,Active,199.0
1875,1427,1,2025-03-28,2026-01-22,Cancelled,199.0
1876,1428,2,2023-01-10,2024-04-04,Cancelled,499.0
1877,1428,3,2024-04-29,2025-04-24,Cancelled,649.0
1878,1429,2,2022-12-29,2023-02-27,Cancelled,499.0
1879,1429,1,2023-03-31,2023-05-30,Cancelled,199.0
1880,1430,2,2023-06-20,2024-11-11,Cancelled,499.0
1881,1430,2,2024-11-15,,Active,499.0
1882,1431,1,2022-02-03,2023-05-29,Cancelled,199.0
1883,1432,2,2025-09-07,2026-01-05,Cancelled,499.0
1884,1433,1,2022-07-10,,Active,199.0
1885,1434,1,2022-10-04,2023-06-01,Cancelled,199.0
1886,1434,3,2023-06-09,2023-12-06,Cancelled,649.0
1887,1435,3,2022-12-25,2024-03-19,Cancelled,649.0
1888,1436,2,2020-03-06,2021-05-30,Cancelled,499.0
1889,1437,2,2020-04-19,2020-06-18,Cancelled,499.0
1890,1438,1,2020-05-07,,Active,199.0
1891,1439,3,2020-11-26,2021-10-22,Cancelled,649.0
1892,1439,2,2021-11-26,2023-05-20,Cancelled,499.0
1893,1440,3,2020-03-13,2021-12-03,Cancelled,649.0
1894,1440,1,2021-12-18,2022-11-13,Cancelled,199.0
1895,1441,3,2020-09-05,2021-10-30,Cancelled,649.0
1896,1441,1,2021-11-10,2022-10-06,Cancelled,199.0
1897,1441,2,2022-11-14,2024-10-04,Cancelled,499.0
1898,1442,3,2026-01-13,,Active,649.0
1899,1443,1,2021-09-14,2022-12-08,Cancelled,199.0
1900,1443,2,2023-01-19,2023-06-18,Cancelled,499.0
1901,1444,2,2024-12-12,,Active,499.0
1902,1445,2,2021-12-12,2022-02-10,Cancelled,499.0
1903,1446,2,2025-03-08,2025-05-07,Cancelled,499.0
1904,1446,2,2025-05-30,2026-04-25,Cancelled,499.0
1905,1446,2,2026-06-01,,Active,499.0
1906,1447,1,2024-08-23,2025-12-16,Cancelled,199.0
1907,1447,1,2026-01-09,,Active,199.0
1908,1448,1,2025-04-20,,Active,199.0
1909,1449,2,2021-02-28,2021-04-29,Cancelled,499.0
1910,1450,2,2019-09-19,2020-08-14,Cancelled,499.0
1911,1450,1,2020-08-15,2021-07-11,Cancelled,199.0
1912,1451,2,2021-04-23,,Active,499.0
1913,1452,1,2024-04-06,2025-05-01,Cancelled,199.0
1914,1453,2,2023-11-27,2025-04-20,Cancelled,499.0
1915,1453,3,2025-04-22,2025-08-20,Cancelled,649.0
1916,1453,2,2025-09-28,2026-01-26,Cancelled,499.0
1917,1454,2,2024-04-12,2024-09-09,Cancelled,499.0
1918,1454,3,2024-09-15,,Active,649.0
1919,1455,2,2026-06-12,,Active,499.0
1920,1456,3,2020-09-07,2022-05-30,Cancelled,649.0
1921,1457,1,2022-05-01,2023-09-23,Cancelled,199.0
1922,1457,1,2023-10-29,2023-11-28,Cancelled,199.0
1923,1458,2,2022-09-05,2022-12-04,Cancelled,499.0
1924,1459,3,2020-02-13,2020-06-12,Cancelled,649.0
1925,1460,1,2023-12-19,2025-05-12,Cancelled,199.0
1926,1461,2,2019-05-14,2020-02-08,Cancelled,499.0
1927,1462,1,2025-09-22,,Active,199.0
1928,1463,1,2019-08-30,2020-06-25,Cancelled,199.0
1929,1463,2,2020-07-14,2022-01-05,Cancelled,499.0
1930,1464,1,2019-10-30,2021-04-22,Cancelled,199.0
1931,1464,3,2021-04-29,,Active,649.0
1932,1465,3,2020-04-20,,Active,649.0
1933,1466,2,2025-09-08,,Active,499.0
1934,1467,1,2025-06-16,,Active,199.0
1935,1468,2,2025-11-30,,Active,499.0
1936,1469,2,2025-03-31,,Active,499.0
1937,1470,3,2025-12-03,,Active,649.0
1938,1471,3,2022-07-14,2023-11-06,Cancelled,649.0
1939,1472,2,2019-01-14,,Active,499.0
1940,1473,1,2022-04-14,,Active,199.0
1941,1474,2,2020-08-28,2021-05-25,Cancelled,499.0
1942,1475,3,2020-11-01,2021-08-28,Cancelled,649.0
1943,1475,1,2021-09-01,2021-12-30,Cancelled,199.0
1944,1476,1,2024-03-07,,Active,199.0
1945,1477,2,2020-04-01,2021-12-22,Cancelled,499.0
1946,1477,1,2022-02-14,2023-08-08,Cancelled,199.0
1947,1478,2,2021-05-30,2021-07-29,Cancelled,499.0
1948,1478,2,2021-09-22,,Active,499.0
1949,1479,1,2021-12-11,2023-09-02,Cancelled,199.0
1950,1479,1,2023-10-23,2024-07-19,Cancelled,199.0
1951,1479,2,2024-08-04,2025-12-27,Cancelled,499.0
1952,1480,2,2019-06-17,,Active,499.0
1953,1481,1,2024-04-04,,Active,199.0
1954,1482,1,2024-09-19,2026-02-11,Cancelled,199.0
1955,1482,2,2026-02-22,,Active,499.0
1956,1483,1,2023-03-10,2024-12-29,Cancelled,199.0
1957,1484,2,2019-03-20,2019-07-18,Cancelled,499.0
1958,1484,3,2019-09-05,2021-04-27,Cancelled,649.0
1959,1484,1,2021-06-17,,Active,199.0
1960,1485,2,2024-11-24,,Active,499.0
1961,1486,2,2022-05-06,2023-01-01,Cancelled,499.0
1962,1486,1,2023-01-26,,Active,199.0
1963,1487,1,2020-12-30,2022-07-23,Cancelled,199.0
1964,1488,3,2026-02-07,2026-06-07,Cancelled,649.0
1965,1488,1,2026-07-16,,Active,199.0
1966,1489,1,2025-06-11,,Active,199.0
1967,1490,2,2022-04-20,,Active,499.0
1968,1491,1,2022-04-28,,Active,199.0
1969,1492,2,2025-11-01,,Active,499.0
1970,1493,2,2020-06-07,2022-02-27,Cancelled,499.0
1971,1494,1,2022-01-24,2023-04-19,Cancelled,199.0
1972,1495,3,2023-04-11,2024-05-05,Cancelled,649.0
1973,1496,3,2021-08-07,2021-10-06,Cancelled,649.0
1974,1497,2,2021-05-14,2023-03-05,Cancelled,499.0
1975,1498,1,2019-10-22,2020-01-20,Cancelled,199.0
1976,1499,2,2020-12-31,2022-04-25,Cancelled,499.0
1977,1499,1,2022-05-04,,Active,199.0
1978,1500,2,2021-09-07,2023-05-30,Cancelled,499.0
1979,1501,2,2025-04-12,2025-10-09,Cancelled,499.0
1980,1501,2,2025-11-05,,Active,499.0
1981,1502,2,2021-07-11,2022-11-03,Cancelled,499.0
1982,1502,2,2022-12-16,2023-12-11,Cancelled,499.0
1983,1503,1,2020-03-17,2022-01-06,Cancelled,199.0
1984,1504,2,2025-05-06,2025-06-05,Cancelled,499.0
1985,1505,3,2021-08-21,,Active,649.0
1986,1506,1,2025-11-23,,Active,199.0
1987,1507,1,2019-10-26,,Active,199.0
1988,1508,3,2019-03-02,2020-10-22,Cancelled,649.0
1989,1508,1,2020-12-17,,Active,199.0
1990,1509,2,2025-11-28,,Active,499.0
1991,1510,2,2019-09-27,,Active,499.0
1992,1511,3,2019-01-24,2020-11-14,Cancelled,649.0
1993,1512,3,2023-10-28,,Active,649.0
1994,1513,1,2021-05-18,2021-12-14,Cancelled,199.0
1995,1514,2,2022-08-20,2023-08-15,Cancelled,499.0
1996,1515,1,2022-01-23,2022-06-22,Cancelled,199.0
1997,1515,1,2022-07-07,2023-08-01,Cancelled,199.0
1998,1516,3,2021-03-23,2021-12-18,Cancelled,649.0
1999,1516,2,2021-12-28,2022-02-26,Cancelled,499.0
2000,1516,2,2022-04-14,2023-04-09,Cancelled,499.0
2001,1517,2,2022-08-10,2023-04-07,Cancelled,499.0
2002,1517,2,2023-05-05,2025-02-23,Cancelled,499.0
2003,1517,2,2025-03-25,2025-07-23,Cancelled,499.0
2004,1518,1,2020-12-12,2022-01-06,Cancelled,199.0
2005,1519,2,2020-09-07,2021-08-03,Cancelled,499.0
2006,1520,2,2020-09-07,2021-12-01,Cancelled,499.0
2007,1520,1,2021-12-23,2023-02-16,Cancelled,199.0
2008,1521,3,2019-11-21,2020-10-16,Cancelled,649.0
2009,1521,3,2020-11-09,2021-02-07,Cancelled,649.0
2010,1522,2,2022-12-09,2023-10-05,Cancelled,499.0
2011,1523,2,2023-02-10,,Active,499.0
2012,1524,1,2019-02-17,2019-11-14,Cancelled,199.0
2013,1524,1,2019-12-19,,Active,199.0
2014,1525,2,2022-06-12,2023-12-04,Cancelled,499.0
2015,1525,1,2024-01-10,2024-04-09,Cancelled,199.0
2016,1525,2,2024-04-29,2025-05-24,Cancelled,499.0
2017,1526,3,2024-07-16,2024-12-13,Cancelled,649.0
2018,1527,1,2019-01-04,2019-05-04,Cancelled,199.0
2019,1528,1,2021-04-02,2022-10-24,Cancelled,199.0
2020,1529,2,2026-03-16,2026-04-15,Cancelled,499.0
2021,1529,1,2026-05-21,,Active,199.0
2022,1530,1,2022-03-14,2024-02-02,Cancelled,199.0
2023,1531,3,2019-02-15,2019-09-13,Cancelled,649.0
2024,1532,1,2022-12-14,,Active,199.0
2025,1533,2,2022-01-29,2022-07-28,Cancelled,499.0
2026,1534,1,2020-08-01,2020-09-30,Cancelled,199.0
2027,1535,2,2019-07-21,,Active,499.0
2028,1536,2,2025-08-16,,Active,499.0
2029,1537,2,2025-02-03,2026-05-29,Cancelled,499.0
2030,1537,1,2026-06-06,,Active,199.0
2031,1538,2,2024-02-11,2024-05-11,Cancelled,499.0
2032,1539,2,2019-02-18,,Active,499.0
2033,1540,2,2025-07-10,,Active,499.0
2034,1541,1,2022-07-19,,Active,199.0
2035,1542,1,2022-07-25,2024-05-15,Cancelled,199.0
2036,1542,1,2024-06-16,2024-12-13,Cancelled,199.0
2037,1543,2,2025-07-31,,Active,499.0
2038,1544,3,2022-03-30,2022-11-25,Cancelled,649.0
2039,1544,2,2023-01-05,2023-12-31,Cancelled,499.0
2040,1544,2,2024-01-25,2024-09-21,Cancelled,499.0
2041,1545,3,2020-10-08,2022-06-30,Cancelled,649.0
2042,1545,1,2022-08-04,,Active,199.0
2043,1546,1,2020-10-11,2022-01-04,Cancelled,199.0
2044,1547,2,2025-12-12,2026-05-11,Cancelled,499.0
2045,1547,3,2026-06-27,,Active,649.0
2046,1548,1,2023-01-31,,Active,199.0
2047,1549,1,2023-05-05,2024-06-28,Cancelled,199.0
2048,1550,2,2023-06-13,2024-02-08,Cancelled,499.0
2049,1550,2,2024-04-05,2025-12-26,Cancelled,499.0
2050,1550,2,2026-01-05,,Active,499.0
2051,1551,1,2020-08-26,,Active,199.0
2052,1552,1,2022-02-23,2022-11-20,Cancelled,199.0
2053,1553,1,2026-02-18,,Active,199.0
2054,1554,2,2020-02-03,2020-08-31,Cancelled,499.0
2055,1555,2,2026-02-17,2026-05-18,Cancelled,499.0
2056,1556,3,2021-01-17,,Active,649.0
2057,1557,3,2021-03-20,,Active,649.0
2058,1558,2,2019-02-09,2019-10-07,Cancelled,499.0
2059,1558,2,2019-10-16,2020-01-14,Cancelled,499.0
2060,1559,3,2023-12-23,2024-04-21,Cancelled,649.0
2061,1559,3,2024-05-04,,Active,649.0
2062,1560,1,2021-05-23,2022-06-17,Cancelled,199.0
2063,1561,3,2022-06-11,2023-06-06,Cancelled,649.0
2064,1562,2,2023-05-10,2024-02-04,Cancelled,499.0
2065,1563,3,2023-10-03,,Active,649.0
2066,1564,2,2026-03-01,,Active,499.0
2067,1565,1,2023-03-02,2024-12-21,Cancelled,199.0
2068,1566,2,2020-05-02,2021-03-28,Cancelled,499.0
2069,1567,1,2024-04-10,2024-09-07,Cancelled,199.0
2070,1568,1,2019-06-01,2019-12-28,Cancelled,199.0
2071,1569,3,2025-04-28,2025-10-25,Cancelled,649.0
2072,1569,2,2025-12-18,2026-04-17,Cancelled,499.0
2073,1570,2,2021-03-22,2022-10-13,Cancelled,499.0
2074,1570,2,2022-11-20,2024-04-13,Cancelled,499.0
2075,1571,3,2024-05-31,,Active,649.0
2076,1572,1,2020-03-05,,Active,199.0
2077,1573,1,2022-01-18,2022-11-14,Cancelled,199.0
2078,1574,3,2024-03-19,2024-04-18,Cancelled,649.0
2079,1575,2,2023-08-29,2024-09-22,Cancelled,499.0
2080,1576,1,2019-01-16,2019-11-12,Cancelled,199.0
2081,1576,1,2019-11-17,,Active,199.0
2082,1577,1,2019-04-05,2019-07-04,Cancelled,199.0
2083,1578,3,2026-05-09,2026-06-08,Cancelled,649.0
2084,1578,2,2026-07-12,,Active,499.0
2085,1579,1,2022-12-18,2023-10-14,Cancelled,199.0
2086,1580,2,2025-05-31,2026-02-25,Cancelled,499.0
2087,1580,2,2026-04-07,2026-05-07,Cancelled,499.0
2088,1581,2,2019-07-19,2019-11-16,Cancelled,499.0
2089,1581,3,2020-01-13,2020-08-10,Cancelled,649.0
2090,1581,2,2020-09-12,2021-03-11,Cancelled,499.0
2091,1582,3,2022-09-05,2024-03-28,Cancelled,649.0
2092,1582,1,2024-04-19,,Active,199.0
2093,1583,1,2023-04-27,,Active,199.0
2094,1584,2,2025-11-26,,Active,499.0
2095,1585,2,2024-04-29,2024-10-26,Cancelled,499.0
2096,1586,3,2023-09-16,,Active,649.0
2097,1587,1,2021-03-14,2023-02-02,Cancelled,199.0
2098,1587,1,2023-03-23,2024-01-17,Cancelled,199.0
2099,1588,2,2026-06-13,,Active,499.0
2100,1589,3,2021-06-16,2021-09-14,Cancelled,649.0
2101,1590,2,2021-02-01,2022-10-24,Cancelled,499.0
2102,1590,3,2022-10-31,2024-01-24,Cancelled,649.0
2103,1591,2,2024-06-04,2025-06-29,Cancelled,499.0
2104,1592,3,2026-06-22,,Active,649.0
2105,1593,3,2025-06-04,,Active,649.0
2106,1594,1,2020-05-08,2022-02-27,Cancelled,199.0
2107,1594,2,2022-03-07,2023-01-31,Cancelled,499.0
2108,1595,1,2025-02-10,2026-01-06,Cancelled,199.0
2109,1595,1,2026-03-01,,Active,199.0
2110,1596,1,2021-08-25,,Active,199.0
2111,1597,3,2020-08-30,2022-06-21,Cancelled,649.0
2112,1597,1,2022-07-02,,Active,199.0
2113,1598,2,2026-01-04,2026-06-03,Cancelled,499.0
2114,1599,1,2026-02-13,,Active,199.0
2115,1600,3,2021-10-11,2022-03-10,Cancelled,649.0
2116,1601,2,2019-03-13,2021-01-01,Cancelled,499.0
2117,1602,3,2020-07-28,,Active,649.0
2118,1603,1,2023-01-21,2024-12-11,Cancelled,199.0
2119,1604,2,2019-06-12,2019-11-09,Cancelled,499.0
2120,1605,3,2020-09-13,2021-10-08,Cancelled,649.0
2121,1605,2,2021-10-19,2021-11-18,Cancelled,499.0
2122,1606,1,2020-02-12,2021-02-06,Cancelled,199.0
2123,1606,2,2021-02-17,2022-12-09,Cancelled,499.0
2124,1606,1,2022-12-18,2023-02-16,Cancelled,199.0
2125,1607,3,2026-02-19,,Active,649.0
2126,1608,1,2021-08-30,2022-04-27,Cancelled,199.0
2127,1608,2,2022-06-16,,Active,499.0
2128,1609,1,2021-11-06,2022-06-04,Cancelled,199.0
2129,1609,1,2022-07-02,2023-07-27,Cancelled,199.0
2130,1609,1,2023-08-26,2024-12-18,Cancelled,199.0
2131,1610,1,2022-02-27,,Active,199.0
2132,1611,3,2019-02-05,2020-04-30,Cancelled,649.0
2133,1611,1,2020-05-31,,Active,199.0
2134,1612,2,2023-01-25,2024-11-15,Cancelled,499.0
2135,1612,1,2025-01-03,2026-05-28,Cancelled,199.0
2136,1613,2,2025-11-03,,Active,499.0
2137,1614,1,2025-02-05,,Active,199.0
2138,1615,1,2020-11-17,2021-05-16,Cancelled,199.0
2139,1616,2,2019-02-06,2019-11-03,Cancelled,499.0
2140,1617,2,2024-10-18,2026-04-11,Cancelled,499.0
2141,1618,3,2025-04-21,2025-05-21,Cancelled,649.0
2142,1618,1,2025-06-28,2026-04-24,Cancelled,199.0
2143,1619,2,2025-11-28,,Active,499.0
2144,1620,2,2023-04-30,2023-10-27,Cancelled,499.0
2145,1620,2,2023-11-07,2024-06-04,Cancelled,499.0
2146,1620,2,2024-06-29,2025-02-24,Cancelled,499.0
2147,1621,1,2022-07-20,2022-10-18,Cancelled,199.0
2148,1622,2,2024-09-02,2025-10-27,Cancelled,499.0
2149,1622,2,2025-12-09,,Active,499.0
2150,1623,2,2024-03-05,2024-06-03,Cancelled,499.0
2151,1624,2,2024-09-03,2026-05-26,Cancelled,499.0
2152,1625,1,2021-02-17,,Active,199.0
2153,1626,2,2025-10-08,,Active,499.0
2154,1627,3,2019-04-12,2020-08-04,Cancelled,649.0
2155,1628,3,2019-09-13,,Active,649.0
2156,1629,3,2023-11-28,2024-04-26,Cancelled,649.0
2157,1629,1,2024-06-07,2024-12-04,Cancelled,199.0
2158,1629,1,2025-01-07,,Active,199.0
2159,1630,2,2023-04-14,2024-08-06,Cancelled,499.0
2160,1631,1,2023-02-26,2024-11-17,Cancelled,199.0
2161,1632,2,2025-10-24,,Active,499.0
2162,1633,2,2025-07-12,,Active,499.0
2163,1634,2,2024-05-23,2024-10-20,Cancelled,499.0
2164,1635,2,2020-03-26,,Active,499.0
2165,1636,3,2019-09-22,2020-03-20,Cancelled,649.0
2166,1637,3,2020-01-18,2020-09-14,Cancelled,649.0
2167,1638,1,2023-08-09,2025-03-01,Cancelled,199.0
2168,1638,2,2025-03-18,,Active,499.0
2169,1639,1,2024-05-05,2025-01-30,Cancelled,199.0
2170,1640,3,2024-12-30,2025-03-30,Cancelled,649.0
2171,1641,2,2019-10-10,2021-07-01,Cancelled,499.0
2172,1642,1,2021-01-22,2021-02-21,Cancelled,199.0
2173,1642,3,2021-04-03,2022-01-28,Cancelled,649.0
2174,1643,2,2021-07-14,,Active,499.0
2175,1644,1,2023-09-28,,Active,199.0
2176,1645,3,2019-05-08,2020-05-02,Cancelled,649.0
2177,1646,2,2025-04-20,2025-12-16,Cancelled,499.0
2178,1646,1,2026-01-20,,Active,199.0
2179,1647,2,2019-08-09,,Active,499.0
